1206500	4571	1
1206500	7868	1
10944750	679	1
10944750	1461	1
10944750	1472	1
10944750	1996	1
10944750	2826	1
10944750	3631	1
10944750	4078	1
10944750	5185	1
10944750	5357	1
10944750	6080	1
10944750	6290	1
10944750	6294	1
10944750	6918	1
10944750	7150	1
10944750	7150	26
10944750	7373	1
10944750	7737	1
10944750	8628	1
10944750	8689	1
10944750	8689	10
10944750	8719	1
10944750	9817	1
10944750	10480	1
10944750	10970	1
10944750	11022	1
10944750	11026	1
10944750	11167	1
10944750	11465	1
10944750	11638	1
10944750	11776	1
10944750	11942	1
10944750	11942	10
10944750	12055	1
10944750	12490	1
10944750	12599	1
10944750	13451	1
10944750	13451	10
10944750	13592	1
10944750	13779	1
10944750	14580	1
10944750	15315	1
10944750	15761	1
10944750	15980	1
10944750	18575	1
10944750	19166	1
10944750	19414	1
10944750	19673	1
10944750	19673	26
10944750	21110	1
10944750	21501	1
10944750	21672	1
10944750	23251	1
10944750	23564	1
10944750	23662	1
10944750	24359	1
10944750	24869	1
10944750	25372	1
10944750	25372	26
10944750	25687	1
10944750	25687	10
10944750	26619	1
10944750	28011	1
10944750	28504	1
10944750	29547	1
12028500	396	1
12028500	622	1
12028500	679	1
12028500	3032	1
12028500	5254	1
12028500	5639	1
12028500	9922	1
12028500	13390	1
12028500	13390	26
12028500	13747	1
12028500	14821	1
12028500	15311	1
12028500	15311	26
12028500	15935	1
12028500	16460	1
12028500	17024	1
12028500	20386	1
12028500	20796	1
12028500	22484	1
12028500	25260	1
12028500	27014	1
12028500	27272	1
12154500	155	1
12154500	282	1
12154500	637	1
12154500	647	1
12154500	1337	1
12154500	1758	1
12154500	2119	1
12154500	2351	1
12154500	2382	1
12154500	2504	1
12154500	2568	1
12154500	2568	26
12154500	2683	1
12154500	2739	1
12154500	2853	1
12154500	3254	1
12154500	3536	1
12154500	3627	1
12154500	4078	1
12154500	4281	1
12154500	4300	1
12154500	4571	1
12154500	4694	1
12154500	4949	1
12154500	5041	1
12154500	5267	1
12154500	5297	1
12154500	5807	1
12154500	6880	1
12154500	7695	1
12154500	7741	1
12154500	8689	1
12154500	8689	26
12154500	9153	1
12154500	9305	1
12154500	9471	1
12154500	9471	26
12154500	9506	1
12154500	9653	1
12154500	9804	1
12154500	9838	1
12154500	9856	1
12154500	10151	1
12154500	10176	1
12154500	10718	1
12154500	11176	1
12154500	11328	1
12154500	11573	1
12154500	11605	1
12154500	11776	1
12154500	11922	1
12154500	12173	1
12154500	12722	1
12154500	12747	1
12154500	12870	1
12154500	13020	1
12154500	13226	1
12154500	13226	26
12154500	13240	1
12154500	13489	1
12154500	13793	1
12154500	14065	1
12154500	14261	1
12154500	14580	1
12154500	14818	1
12154500	14864	1
12154500	14894	1
12154500	15018	1
12154500	15086	1
12154500	15086	26
12154500	15315	1
12154500	15923	1
12154500	15934	1
12154500	16540	1
12154500	17214	1
12154500	17214	26
12154500	17640	1
12154500	17640	26
12154500	17718	1
12154500	17940	1
12154500	18292	1
12154500	18571	1
12154500	18947	1
12154500	19102	1
12154500	19149	1
12154500	19421	1
12154500	19440	1
12154500	19973	1
12154500	20207	1
12154500	20300	1
12154500	20342	1
12154500	20411	1
12154500	20909	1
12154500	20956	1
12154500	21294	1
12154500	21308	1
12154500	21336	1
12154500	21657	1
12154500	21838	1
12154500	23556	1
12154500	23797	1
12154500	24015	1
12154500	24157	1
12154500	24687	1
12154500	24978	1
12154500	25488	1
12154500	25723	1
12154500	26114	1
12154500	26722	1
12154500	27492	1
12154500	27940	1
12154500	28347	1
12154500	28357	1
12154500	28410	1
12154500	28621	1
12154500	28924	1
12154500	29099	1
12154500	29547	1
