3795000	29099,12352
10713250	11220
10063000	21110,22889,14930,10893
4317250	15159,12173,5619
725000	20902,17835
6683750	5267,29203,29551,2826,10169,17945
12173500	3627,15405,3627,3627,15405,1325,15534,28184,554,554,554,554,554,28370,554,3627,554,21110,15405,554,554,15405,554,554,554,3627,22607,3627
981000	16140,14020,11176,12394,11176,14153,12394,28270,27160
3304500	3804,22269,25169,26634,24461,4931,15874,3804,8219,903,22269,13554,10461,3804,1197,24461,17228,11631,29099,3592,17228
10393750	29265,2437
7600250	11176,25570,3228,24869
7323750	11196,27019
8102000	21110,768
10234000	4039,11524,24409,9111,10970,19402,14261,8692,28975,25086,14020,9111,15019,25570,3719,28653
11300000	2963,12063,8375
11939000	23260
10212500	15959,24788,24081
42000	11578,13390
9839750	18167
7345250	2750
4115500	6731,6731,14470,26619
8017000	22280,27505,22280,23284,15096,3719,15096,23284
1727500	3228,7812,28669,4452,9563,7812
8123500	1591
969750	2963,17823,2367,3047
7184500	7868,24517,10193,16939,6352,7868
8060000	18024,19882
1792000	20979,20630,9301,16540,23214
1365000	14580
9946250	26619,21865,21865,23241
12377250	3151,5799,22313,22556,3151,27946,24427,14020,18075,18075,2729,19405,24447,19023,2729,18075,5492
1140750	25651,22313,12541,14261,15395,7868,17823,12541,22313,6741
8633500	8148
393250	4949,20154,13093,22306,2891
5264500	4172
190500	20751,18465,4281
4454500	27117,4059,15019,26699,27117
19500	5086,7096,20551,14048,27927,19421,25933,27946,19421
1758250	2764,3091,27791,6571,28481,28463
3903500	15514,1392
11972750	21693,954,4846,647,17972,15631
1118250	5661,19096,18712,24306,3068,24306,26665,8278,6672,10970,11176,14794
3114000	21092,23928,20536
8072250	19514,11196,526,19036,27033,14894,22095,14020,23143,22
2331750	29099,953,20626,27179,8628,7179,10584,22732,19539,24385
3216500	2963,26121,20548,21146,8028,28992,18697
1063000	530,14165,28481,24196,20551,15019,22280,22749,24929
1244250	28183,1691,4324,4324
10944750	28752,155,25372,7150,19673,25372,28752
6996000	13754
5226500	3627
1319000	5797,599,10449
2940000	24519,25086,26722,2683,11272,11767,12168,11767,11767,25260,12168,14580,26722,24486,12168,25260,12168
10966250	17087,251,4949,29224
11701500	16481,26679,4366,17760,4281,24737
3846250	15584,11679,16722,23143,8719
10539250	1461,14020
3249250	26394
9720000	1392,13830,29442,2771
5407750	6352,178,3850,16821,6352,16373
1767500	14626
5279750	3228,2368
7892000	911,1530
7699500	5848,23928,13592,1546,23698,26127,11679,8173,14182,9802
1629250	21392,24196,24601,9120,19891,18024,19891,18024,29099
1832000	10916,25687
5034000	7465
3035250	11080,11080
8051750	7936,29389
7016500	26546
4809750	679,23884
2088000	617,15019,21883
6272000	12055,2803,2803,17400,2803,2803,2803,12055
5011500	22280,23779,20180,22280,13749,6219,27092,11196
6400000	2452,2452,2452,18712,2600,20551,26737,3313,2452,2452,28270,22371,3536,2452,2452,15065,2452,15258,9567
6634500	6571
380000	554,5620,14174,12329,1773
7306250	2249,4691,22359
10443000	1392,19466,10570,19466,28378,14482,23628,13460
7476250	1037,1037,24907,29099
3719250	17150,4960,4960
10261750	5285,19394,14533,14261,14261,16331,17060,17061,17405,23896,23628,14261,14261,21657,8278,19394,14261,18805
11564250	6104,14969,1831,25483,25483,9140
764000	16300,15081,18990
3014750	13471,18558,7868,2353
9782500	6352
2492500	20979,16939
9163000	11482,11080,23475,5594,7977,6571
1904750	9138,27314,23928
3089500	1917,1917
11896000	16564,3176
12386500	2367
2823250	25329
10774750	27199,2899,27791,1577,14942
6003750	15414,8792,11679,3393,26618,23628,15414,7868,7737,10726,5053,12285,4750,16176,8792
5697750	27791,23273,16396,2367,476
11283500	12220,10680,16463
3096750	11541,15315,20388
8170750	1966
9076750	18575,3665,17748
12371000	12737,25086,23896,17514,25570,24541,11776,2254,11543,17767,12394,8628,12394,14294
4184250	241,8689,241,11983,11196,241,178,4949,14020,14020,241,241,11196
6848750	4307,22894,264,7070,21336
452750	14796,15638,21865,24392
3288250	19394,6395
4716750	25318,29202,29202,8511,13784,2963
6433000	17087
3363000	25742,18868,15315
9344000	14795,17024
3266750	5416
2200750	9315,12674,2655,8630
5293250	11519,3995,15672,679
9215000	8651,14294
2882750	29225,4452,29225
2232500	679,11060,11000,24929,6431,26516
8628250	28481,29465,8630,20979
10112000	6839
1189000	23628,12175,16361,28621,16818,23612,11328
9685000	3185,17032
7211250	7061,23656
2797750	3658
7435500	24886,7975,178
6061250	16463,29203,11176,22359
9651250	1598,5639,26754
4047000	26737,29446,7208,3983
8033500	6113,2471,16939,12435,12489
1240250	18392,2160,20297
4257000	11196,27625,27625
6904000	9111
3310750	24083,14952,15432,23774,25086
1165500	15423
2874500	3047,7868,7868,4172,28370
7190750	9413,27791,14526
7703750	8278,18868,527,7542,3651,3626,23304,22908,18730,6398,18075,12394
10312750	24503,6154,20164,28201,12352,23783,3627,20367,12352
1966250	3228,26722,25260
1688750	3145,19671,12220,7248,12220
10302500	18167,6630
3524750	4491,26871,4808
10654750	12212
6700250	18575,7957,8719,9549
5440750	19862,25029,14853,19862,2963,20045,23206,970
7810250	8637
6849750	24886,19394,4819,6246,2199,12161,29099
5238000	527,9620,15018,21833,21833
10257500	10893,10893,4281
11558000	749
6126750	15019,25117,25117,25169
9394250	14894,17087,29203,17060,19014
10598500	14165,7105,11776,9563,155,24385
7886000	6880,5094
8573000	6158,2323,19828,28049
7715000	13795,11790,24978,11790
2187500	23628,27394,6158,6158,23628
12027000	21865,2322
6266000	4939,23774
8163500	18868
7513250	24590
8216750	24281
3404000	22246
7588000	7105,10329,28824,5848,17470,10329,28653,28975,28975
9671750	26722
140500	3627,10480,23779,14625,18730,14625
11782250	18002
12016750	28662,12078,24277
10619000	12647
1815750	13998,5067
4782250	9658,27791,10778,10193,9658,5724,15359
6874250	11628,647,14265,12168,12168,17760,2683,12747,2683,24844,26754,11080,13483,12168,8637,12168,28410
11730000	1446,21565,13390,18523,13787,5443,17181,12914,422,471,21565,6193
11761750	3913
11111500	4216
6852750	27906,7356,4949,12285,7208,7822,16939
4963500	15534,21110,18002,16572,21092
7375000	11201,11857
5187750	1481
1579250	4953,9906,4078,24194,25424,8698,21160
11687000	8689
4195500	18097,12285,9802,15315
1025250	1918,13247,13247,13247
10578000	18227,29213,14073,20896,26523,13778
11847750	3555
10224750	11679,21393,1481
3245250	23878
3149000	9486
1793250	2033,21067
7034000	26829,3850
10972250	23779
2198750	16550,12257,9250,12220,16550,12394,13054
266500	255,10282,9487,25005,9657,9486,10282
11683250	24704,14603,12541,12541
6897000	24177,18544,23223,7626
10095000	14261,16624,13494
2920750	23538,27155,13757,14119,29490,8669,12285,16302,22400,15946
5959000	4078,27791,14153
4189500	9165
4658500	12606,11330,25960,25917,18075,10948,17453,21838
7003500	25090,11196
4680000	16463
9807250	26699,18905,6096,7868,7868
10521000	17920,10225,18612,21315,9472,7868
6619500	3627,21067,1917
3742000	23656,7297,21847,13020
5170500	14020,6096,17581,21672
11129250	949
1086750	7868,7868,1084,7868,7868,7868,1084,18977
3188000	26618,18025,16463
4625750	17882,26000,29197,10570,3151,14482,22321,17945,22321,25366,24471,10840,22321,22749,24869,11734,1000,530
5320000	3228
8049000	3850,20979,1704,14319,5067,14240,4582,17664,14821,26180
799000	25839,29099,3555,24553,16331,21946
10915250	23556,18075
3625250	21372,16085,18180,26614,5625,20549
2771250	476,2963,2513,1494,14694
3326250	614,17232,27389,9479,10866,4163,20154,9389
6299000	25830
7269750	19475,4019
4850000	614,4731,11605,12512
745750	21071,3228,24869
7568750	12285,1831
7163250	22609,18791,19702,26595,17748,20154,17748,9567
1525000	9620,11196,2257
4902250	27111,8207,2323,14360,4709
5968250	29099,13097,26516,16406,16406,21840
563500	10778,23928,16939
691500	15390,14554,6080,22664,19328,21840,834,12433,20661,23013,14498,28641,29445,27912,8764,239,22547
7367000	21336,143,13607,11083,20297,21336,17945,15686,11888,18730,7061
12239250	25618,12271,5856
8156500	4078,6951,10999,6447,2198,19974
12015000	5176,26900,15138,22240
2078000	17752,14902,7622,27791,26608,17449,4644,14446
10756500	14942
12229000	17389
1971500	14415,7692,7654,22043,8316,24070,25329,21715,25329,23019,3151,11000,7096,19166,1739,26860,27791,7230
83250	25329,7989,28885,6174,25753,4220,21238,8769,1731,7409,7624
5254500	24601,3313,22043,7868,21672,15478,18072,12717,4336,25488
4922750	2669,20701,2669,18013
10628500	25386,28945,14233,26619,24869,12159,3324,27791,8483,13784,6868,7037,28641,20297,27035,12013,18075,18736,12285,2945,22313
6257000	16540,23563,14795,12285,22749,3740,23628,21071,23628,11849
10052000	143,11696,7680,7680,7680,22280,22126,21110,22126,3093
7687500	619,3787,16453,12364,8173,19574,18730,14498,13853,7868,6737,12182,12285,28625,14603,14498,5369,26607
2132250	14159
11321750	29547,21684,7997,13745,7997,4238,21672,15390,9906,27205,10879,11730,29330,22880,6242,28481,4262,12358,4294,19891
2921750	143,11201
4304250	679,10999,14902,16846,24929,7868
6172000	24704
11307500	8628,5264,27711,18167,22359,20300
4256000	17771,7692,14153,3324,11679,16331,27791
9069000	28017,3677,22393,19937,28017,28017,9620,28017,19217,17446,28017,11456,24534,17405,22393,15302
5012750	13020,8799,10893,11196,5053,5043,14818,2208,1335
9794000	9301,642
2704750	3658,5764,16483,13592
1906000	1831,21110,16540,2683,9532,11448,9567,2683,2438,2683,12285
10592750	3804,15934,13093,23798
5865750	18296,11652,28177,3228,3228,3228,57,3228,10268,4238,29331
2768250	23421
4059500	16463,12159,28465,16463,805
8243500	29099,24869,18075,4931,4949,14048,11196
145750	24242,24242,11578,11196
1074500	16602,12606,9567,9567
11158000	21930,8637,26422,239,21930,239,21930,25169,6738,21657,28876,12076,20835,15018,7868
3344750	27427,1771,24196,11022,3313,20579,2771,26614,12078,17748,28177,28463,2042,684,2421,28524,8805
5898500	7105,15921,23433,26722,17732
11339250	6828
4809000	22211
12417500	5478,15138,1731,10570,7061,16406,24819,16846,28411,7963,8689,24601,3983
5256500	20679,614,614,614
10069500	21400,7868,21838,15322,8637,15322,8978,4571,19973
1531250	22442,22179,7026,10247,22179
4852000	7038
38250	10051,17590,14318,11176,10051,28719,14265,14265,15138
1338750	845
8822250	25402,4578,18013,17483
5108000	15094,29547,4571,155,12346,10532,14020,7070,4254,29203,23628
2386250	7061,948,1008
6099250	11823,13244
8523250	1731,25500,7827
8757750	24601,18024,26288
5726500	17244,14470,13779,23465
3581250	23214,5848,28411,22126
11340250	14294,26973,25329
3282250	11857,29099
1617250	11329,5077,19405,21919,7061,2217,18002,18002,27791,23284,12283,21533
1446250	19751,20297,1155,14525,23482
4370750	4078,15638,16343,23628
8149250	24015,11196,12162,11196,11196,11196,11679,11679
7797000	6571,12754
2076000	14483,24886,3390,7560,19339,24277,8549
6380000	24459,20327
4876750	11431,11378,949,949,949
1806750	26394,6621,20701
9802000	21501,24601,5883,12888
6358500	16873
4557250	21996,27228
3981750	22280,3228,23143,15602,5185,25386,5053,27791,21565,6520
6998500	201
8160750	3958,18529,15308,17641
